business_id,name,address,review_count,rating,zipcode,cuisine
4Objcs7HXSGuzpb0SOa-Jw,Family Meal at Blue Hill,75 Washington Pl,1080,4.5,10011,Other
RYKGs45OjF-vlb2Ds2Jb_g,Izakaya Juraku,121 Ludlow St,210,4.5,10002,Other
4x_WyIOEdqxk01QH1HxYrw,The Mermaid Inn,96 2nd Ave,1325,4.0,10003,Other
QObHX0yR6zd0WfksRDbJTA,Becco,355 W 46th St,3147,3.5,10036,Italian
ryng69yOCoveA68KE6jl-Q,STK Steakhouse - Midtown,1114 Ave Of The Americas,1798,3.5,10036,Other
zv29TbzPs9-rD5ql0qWw5A,The Shadmoor,1066 2nd Ave,440,4.0,10022,Other
jYhbUh1TV7SCfPxjIhVpcg,Baar Baar,13 E 1st St,1238,4.0,10003,Indian
4KzqwQus39gXgrwrDXAjWA,Eléa,217 W 85th St,292,4.5,10024,Mediterranean
DPDznXYX5DBLBASKfxQ-DQ,Totto Ramen Hell's Kitchen,464 W 51st St,1203,4.0,10019,Other
VnjcxOUuZAeJMiDIU-7hUQ,Churrascaria Plataforma,316 W 49th St,1507,4.0,10019,Brazilian
QeqhV5xVRCD15ivQiPc2MQ,Bateaux New York,Chelsea Piers Pier 61,342,4.0,10011,Other
Gc7OVEIs4HodL4hw9U3C3w,Copinette,891 1st Ave,227,4.0,10022,French
ssGhu4n3emZ9kEPVf371IQ,Cookshop,156 10th Ave,2322,4.0,10011,Other
a0AvIH1UnFmqAXhZDEQtrw,Tocqueville,1 E 15th St,387,4.0,10003,French
8PhwiTru5teSaZ8C6hrIww,Casa Mono,52 Irving Pl,1409,4.0,10003,Spanish
JNkK9xp-hTWxsLrboPWC3Q,The Perfect Pint,123 W 45th St,448,4.0,10036,Other
mVN2G1c5bRtAsNlr2Tbx6Q,White Oak Tavern,21 Waverly Pl,450,4.0,10003,Other
jnHbdsqlTKlPcmJ8BCP9-g,Via Carota,51 Grove St,940,4.0,10014,Italian
h4VCnZ2aZ33mdenS_ZI7jQ,Mama Mia 44 SW,621 9th Ave,859,4.0,10036,Italian
TGP5gbAgml0IDRLGCpFnCw,PMF Pardon My French,103 Ave B,1126,4.0,10009,French
L3L6xDdrS8c67BLZROg79A,Smith & Wollensky,797 3rd Ave,1757,3.5,10022,Other
8bIXIStb1SVu1sXYfcMH5g,Ruby's Cafe - East Village,198 E 11th St,401,4.5,10003,Other
oB2cpcZNyjDklNqZN0n8hg,Sushi Ishikawa,419 E 74th St,337,4.5,10021,Japanese
LnMRZhKtOrW1eL04FiPYTg,Senza Gluten,206 Sullivan St,740,4.5,10012,Italian
j0Q-yyxS2WiL3foCJEV4eg,Dirt Candy,86 Allen St,817,4.0,10002,Other
6eqrk1wCQMww_ejze5gvsg,Forsythia,9 Stanton St,153,4.5,10002,Italian
_IkMfWpOkQXRZtJAYJUJIw,Hama Japanese Cuisine,11 W 51st St,429,4.0,10019,Japanese
Wx6lMnEh7dCmX-9PQF1Ifw,Toloache 50,251 West 50th St,2258,4.0,10012,Mexican
6hKJePanmG9AxK4dfwgyyg,The Horny Ram,951 2nd Ave,734,4.0,10022,Other
8Oo2AtQEPDfxIOnA8wfXoQ,886,26 Saint Marks Pl,686,4.0,10003,Other
orYWYTk6kNK1YODsADk_tg,The Jin,856 10th Ave,514,4.5,10019,Korean
2wQsfQkorp9L03vPEFAZJw,Hudson Clearwater,447 Hudson St,669,4.0,10014,Other
Tp3MF3DNXuW41A10PQ2nFw,Amali,115 E 60th St,505,4.0,10022,Mediterranean
432F7ulSgnm1fNyefqgrNw,Strip House Steakhouse,15 W 44th St,640,4.0,10036,Other
R-biStUvl2zuhIQFk40GsQ,OCabanon,245 W 29th St,456,4.0,10001,French
9HD5HQiTkURkx5i7hL92EA,Spicy Moon West Village,68 W 3rd St,383,4.5,10012,Other
m9zYRZFubncaWsQFIfNo5g,Loulou Petit Bistro & Speakeasy,176 8th Ave,534,4.0,10011,French
iPc-zPgcpgeSo76xl5Jbpw,The Maze,32 W 32nd St,708,4.0,10001,Korean
zuB6VRXwj3QzTh9x-nQIRQ,Il Fiorista,17 W 26th St,119,4.0,10010,Italian
c3D2ckzacnPtdGIM8tb-_w,B Side Pizza & Wine Bar,370 W 51st St,1299,4.5,10019,Other
HpxYBu1ARzOGvuUcLJe54g,Giardino 54,400 1/2 W 54th St,232,4.5,10019,Italian
FaR-Kv-0ZzgcqFW1sCnacw,Citizens Of Chelsea,401 W 25th St,1027,4.0,10001,Other
owYYuyLvlsdjLz68c3SSfg,Taboonette,30 E 13th St,1014,4.5,10003,Mediterranean
js7pXIr0lGoTd_6HPMPckg,Okdongsik,13 E 30th St,218,4.5,10016,Korean
KEBKGGGkDhnuYdKrjzZblw,Antoya Korean BBQ,37 W 32nd St,1068,4.0,10001,Korean
fqHACybQl1vlATXaIwnLqQ,Bareburger - The Village,535 Laguardia Pl,792,4.0,10012,Other
pNe8ZCkGTe4cXfKdOF7kYQ,Ise Restaurant,63 Cooper Sq,641,4.5,10003,Japanese
uYLIo8FCr9Ug5SFORDdsPA,The Burgary,67 Clinton St,301,4.0,10002,Other
j3HLOkrjzBjcvYPiIHua1A,Jasper's Taphouse + Kitchen,761 9th Ave,439,4.0,10019,Other
q0hMNf-YhfDMFQyUQdsIJg,R40,47-16 Vernon Blvd,209,4.5,11101,Other
qIOAlXCCYrwN0VxEEH-Tmw,Boqueria Flatiron,53 W 19th St,1401,4.0,10011,Spanish
mTWlEiCUEBlxBAkIikkB1A,Carmine's Italian Restaurant - Upper West Side,2450 Broadway,1745,4.0,10024,Italian
VMugGjWqmOfCXnYv_7aFWw,Kubeh,464 Avenue Of The Americas,362,4.0,10011,Other
egDEaHpDumYHzRUZ8JBU-w,Pranakhon Thai Restaurant,88 University Pl,291,4.5,10003,Thai
XAltgdIxnXF3iaNgWhb5ZA,Hawksmoor,109 E 22nd St,309,4.0,10010,Other
0y6eQXDw2RDLuBwkY02xGA,Aretsky's Patroon,160 E 46th St,255,4.0,10017,Other
6YehBdKHcLDsvaewhcEjFQ,Hey Yuet,251 W 26th St,209,4.5,10001,Other
kjItczuC-FQa-nECT9VF8A,Udon Lab,43 W 32nd St,432,4.0,10001,Japanese
8tcFpd0dcmfzbLgbTO4tdw,Sen Sakana,28 W 44th St,329,4.0,10036,Japanese
rKeLuHDI3PQZsPSVCEMHtw,Wondee Siam,792 9th Ave,1168,4.0,10019,Thai
vk7W3_sQwr7eZbRFsXv6rw,Taiyaki NYC,119 Baxter St,3327,4.5,10013,Japanese
pC_QwLpeL2Enk4hBgDcRqQ,Da Marino,220 W 49th St,680,4.0,10019,Italian
_F29-1dkiBmDPSaKQ9_O0Q,Hakata Tonton,35 W 35th St,175,4.0,10001,Japanese
9bAyxRD6RsGEUQw424ovQA,Nishida Sho-ten,302 E 49th St,915,4.0,10017,Other
MoyxzhaYIsJx-p9IuGGK4w,Stella 34 Trattoria,151 W 34th St,754,3.5,10001,Italian
xGNzAsakHgbbl9fwgSoiUg,Kahlo,525 West 29th St,242,4.0,10001,Mexican
ojbH3wnRu050hRhkmoxRiA,Han Dynasty,215 W 85th St,713,4.0,10024,Other
RemvTpxalDjSew5HwmNzUQ,The Dead Rabbit Grocery & Grog,30 Water St,1899,4.0,10004,Other
bTyyPU8A4pz9dieLSZPMdA,Le Rivage,340 W 46th St,597,4.0,10036,French
nBy8KtcUHktPFKw-VClG1A,La Pecora Bianca,950 2nd Ave,403,4.0,10022,Italian
BKMCAYb9EAivUm3p-vrC9w,Khe-Yo,157 Duane St,964,4.0,10013,Other
rFeNJtqgMWf2tWy-RB6jgg,Torrisi,275 Mulberry St,93,4.5,10012,Italian
FJepPR5CYRggxRwAjlqg6A,Bowery Road,132 4th Ave,254,4.0,10003,Other
t6PzD4uzBOfyCLcd_lT8cQ,Sathi,216 3rd Ave,296,4.5,10003,Indian
i6CpYdmMYoz712bRWTWVgQ,Piggyback by Pig and Khao,140 W 30th St,127,4.0,10001,Other
dEbI8l8o9mevbRdjANzsng,Prime Meat Rokko,783 9th Ave,359,4.5,10019,Japanese
kz9YaFCE1sGJ4CpLDKBIjQ,The Stand Comedy Club and Restaurant,116 E 16th St,680,4.0,10003,Italian
-lgNzAEyFr8LCTuBTWnAMg,Dim Sum Palace,28 W 56th St,461,4.0,10019,Other
6Z5OWpaeGGazJHR4LfThsw,Palma,28 Cornelia St,867,4.0,10014,Italian
j8cKSxr6aQ8qTx23FLyyiA,The Wayland,700 E 9th St,543,4.5,10009,Other
4TQMO6AaKSXHMbKvGAf-gg,Llama San,359 6th Ave,305,4.0,10014,Japanese
qBGKigOGn_flCx1apxPzlA,Piccola Cucina Osteria,196 Spring St,797,4.5,10012,Italian
fgtw4swOHXEFwZpBCG05rQ,Black Iron Burger,245 W 38th St,1166,4.0,10018,Other
NZaq_ygLr4N8-blY5dGx-g,Paul's On Times Square,136 W 42nd St,346,4.0,10036,Italian
lEH8EUPX3Zn_trHauIycYw,Aoi Kitchen,320 E 6th St,254,4.5,10003,Other
nD7Hcq5aaCASbWzc0-Sg3A,Bobwhite Counter,94 Ave C,921,4.5,10009,Other
lWOkeS-wV4no8qqA9OwwEg,Doughnut Plant,379 Grand St,3444,4.5,10002,Other
yGpPYyu3s8iVNuO0ktqsDw,Birdland,315 W 44th St,411,4.0,10036,Other
ynR4-QgEOsE7VhNfIWo73w,Secchu Yokota,199 E 3rd St,151,5.0,10009,Japanese
NTwOc9yQ1xl5deeVzZqxfw,Tavern29,47 E 29th St,1027,4.0,10016,Other
sBL7J7s4Rnul40-MB0hXbA,Perrine,2 E 61st Street At Fifth Ave,119,4.0,10065,French
pZWhRtCJvTuwWoavaiCQrA,C as in Charlie,5 Bleecker St,188,4.5,10012,Korean
_FAh31lob7Dnn4iGiLIwng,MUI,10 W 32nd St,375,4.0,10001,Korean
4hukJNoy9F2ILYJZWl4Xlw,Set LES,127 Ludlow St,566,4.0,10002,Other
P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,145 W Broadway,769,4.0,10013,French
-Exv1AEsaKU6Cdb2TO_ZUg,The Lobster Club,98 E 53rd St,153,4.0,10022,Japanese
oczaVdQ3NRSKJpNo-4undg,Brooklyn Chop House Time Square,253 W 47th St,219,4.0,10036,Other
9pMhRYYgV7E9L7pzECtJKA,The Drunken Munkey - UES,338 E 92nd St,1352,4.5,10128,Indian
LF2_slTY37P0Ua8vI4Hr5g,Bistro Les Amis,180 Spring St,463,4.0,10012,French
PHSsvGDW6Rh2pGWEDTrDew,Death Ave,315 10th Ave,662,4.0,10001,Greek
7NqFIuXuRwm6WuuseLxAVw,Delmonico's,56 Beaver St,1102,4.0,10004,Other
BNaveJmi-OUGKG9sRfrIhA,Mr. Sun,48 W 48th St,252,4.5,10036,Other
GeoR6dpTUEpdIoyAd68Irg,Kyma,15 W 18th St,356,4.0,10011,Greek
wTQYOTh9_JPI2I8s6Xc-Cw,Pineapple Club,509 E 6th St,276,4.0,10009,Other
rpVX-o82EEOX8ZDnM28a_Q,Bistango,145 E 50th St,356,4.0,10022,Italian
7gZGVdqMch7ls0IGO3DijQ,Agora Turkish Restaurant,1565 2nd Ave,688,4.5,10028,Turkish
fwH7iD4-xY2ABrlZznP8CA,Quality Eats,1496 2nd Ave,429,4.0,10075,Other
YE4pvo8ectzEaRYGqUgFcA,Felice 64,1166 1st Ave,402,4.0,10065,Italian
uc5qQMzs96rzjK27epDCug,Joe's Pizza,7 Carmine St,3065,4.0,10014,Other
-8_vEcBA2Lqd8786S-Ss-g,Novita Restaurant,102 E 22nd St,436,4.0,10010,Italian
JwCnSW-RQ7_DxvbzWNO1hA,Coletta,365 3rd Ave,229,4.5,10016,Italian
OLSSJIp8pu5UlugTF7tuHA,Ootoya Chelsea,8 W 18th St,1543,4.0,10011,Other
H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,484 Amsterdam Ave,1328,4.0,10024,Chinese
QPEzLkO35OTYijFhs8d7-w,The Reading Room,16 E 46th St,100,4.5,10017,Other
IiIzeFqe4tJiHaAWyw7ddg,West End Bar & Grill,813 8th Ave,443,4.0,10019,Other
9mWw-sK4RjSPYRHQN_S9ZQ,Tradisyon,790 9th Ave,262,4.5,10019,Other
OFFSpIPqvwOnwdcEq8usvw,Motel Morris,132 7th Ave,250,4.0,10011,Other
OFc7aHP1chwqXTgtYtbJzQ,NARO,610 5th Ave,49,4.5,10020,Korean
m6sYBuozGY1JhnHlBf1Bzg,BondST,6 Bond St,1144,4.0,10012,Japanese
HD0e3eHwv573qHZOJJitWg,Aurora Soho,510 Broome St,539,4.0,10013,Italian
iexl39DYyy_76Xq3ExaJkQ,Excuse My French,96 Orchard St,357,4.5,10002,French
8YWLuLUKj0t_0_Xv06UUtw,Ye's Apothecary,119 Orchard St,397,4.5,10002,Other
PjjpgjY_sdawJU1JHbyNTQ,Temakase,157 Second Ave,686,4.5,10003,Other
ExvoimQ4LzY3UWtZ6m6Lgw,Ravagh Persian Grill,173 Madison Ave,983,4.0,10016,Mediterranean
kJExyhre8kocF5gI9y4IDA,Villanelle,15 E 12th St,109,4.5,10003,Other
VtJd1l64kqUUyWacwK0J2Q,Veniero's,342 E 11th St,2399,4.0,10003,Italian
vLsTPg42rkgN5rUpNfg1OA,Da Long Yi Hot Pot,159 Canal St,597,4.5,10013,Other
7xV4gzrgaOgQYtPC3FBZig,Pylos,128 E 7th St,1234,4.5,10009,Greek
aTFkjo0scqmOgsFF5kuGXg,Claudette,24 5th Ave,521,4.0,10011,French
DW5SL9RM-kJnmRyYo4oEqg,Ruby's Cafe - Murray Hill,442 3rd Ave,727,4.0,10016,Other
DJSLGbSqCJ1W8ma3LFlMuw,Patzeria Perfect Pizza,231 W 46th St,1817,4.0,10036,Italian
z2VXX7wGl8XZ6_oo9W3koA,Patiala Indian Grill,371 W 34th St,624,4.5,10001,Indian
yKOTFgZmTFeas8Pvt077vA,The Russian Tea Room,150 W 57th St,1232,3.0,10019,Russian
AZSC48kTDCRU1CqxdE04Kg,Dizzy's Club,10 Columbus Cir,404,4.0,10019,Other
MTtqSunPEZwdCJFMHsiHzg,Ai Ki Ya,41 W 33rd St,178,4.5,10001,Other
WVsPyl-DGRu0O_rQYdIMVQ,The Best Sichuan,47 W 39th St,127,4.5,10018,Other
iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,164 Mulberry St,1063,4.0,10013,Italian
RXCCofQw1EjTcSN0ZeXfRA,Risotteria Melotti NYC,309 E 5th St,394,4.5,10003,Italian
ZamvzoxEKiJEboO0ZUdogw,AMICI Ristorante,165 Mulberry St,195,4.5,10013,Italian
iQo5aJwTL_ZrXCdPFKq-RA,Isle of Capri,1028 3rd Ave,294,4.0,10065,Italian
Jwb556DrGTEZryeV7XgZmQ,Bar Primi,325 Bowery,799,4.0,10003,Italian
MJJi_5tGkWYI1VReTjhCCA,Bryant Park,41 W 40th St,1285,4.5,10018,Other
K144ThGmoIjX6Wh5-_Rn4Q,Ellen's Stardust Diner,1650 Broadway,2374,3.5,10019,Other
lynQoI3w_pzYfHGeuUU-Qg,Shu Jiao Fu Zhou,295 Grand St,1316,4.5,10002,Chinese
eGfpa9r0aGtN3V8ZwgaOEw,The Supply House,1647 2nd Ave,389,4.0,10028,Other
WYhRkUATHRyXZrE55MArbA,Scalini Fedeli,165 Duane St,357,4.5,10013,Italian
xzN2k19JXDYjOWAhNw62aw,Adoro Lei,287 Hudson St,363,4.5,10013,Italian
CVxz9B5ncpMwVK1bk_c1YA,Veselka,144 2nd Ave,3108,4.0,10003,Other
i8ejDDR4COtukAAA1Ls5fw,Soba-ya,229 E 9th St,1562,4.0,10003,Japanese
iUEvASoukxI6vrCYWYyK8g,Kati Shop,162 E 55th St,205,4.5,10022,Thai
ugYhnKrr3Q1TVV15R0EEWQ,AnTalia NYC,17 W 45th St,470,4.0,10036,Turkish
zUv1BNm_a9-3DkxrCG3tng,Friedmans,450 10th Ave,843,4.0,10018,Other
sBCJYLPNJuagg-aJ3Y_ozQ,Cheli,19 St Marks Pl,327,4.0,10003,Other
77llOAEwInvK-oC2AHZ4nQ,Coppola's East,378 3rd Ave,433,4.0,10016,Italian
NT2mKx3_kxO9tpjeP2Sv6Q,The Malt House,206 Thompson St,479,4.0,10012,Other
0ksKKrgHt-6xCCHfTlLcoA,tán,209 E 49th St,91,4.0,10017,Mexican
StF9WWWbrRzEOmNAcEINcA,Balzem,202 Mott St,536,4.0,10012,Mediterranean
U0deo-JRQmHrru0uSf6QWA,Virgil's Real BBQ - New York,152 W 44th St,1869,3.5,10036,Other
4WDHrSodF1Xidv9ezS6Sgg,Tuscany Steakhouse,117 W 58th St,236,4.5,10019,Italian
xrKa2SpgWzPEEbji3Iw2DQ,The Calaveras,949 Columbus Ave,233,4.5,10025,Mexican
2J3--ZI6CcoYLWSYYVdt7Q,Milu,333 Park Ave S,217,4.5,10010,Chinese
BgGz5IdV53bGb4o7opR5zg,Arturo's,106 W Houston St,798,4.0,10012,Italian
fanlKZzN-fI9LywqQD6EHg,Broadstone Bar & Kitchen,88 Broad St,357,4.0,10004,Other
WZynqsGjqQLc_T8R80_-7g,Yellow Rose,102 3rd Ave,170,4.5,10003,Other
lSKEPxxTYxCN9oi6CXRmcQ,Kin Ramen,129 W 56th St,278,4.5,10019,Other
kaSd6qzlsxn__ILDtGf3iA,Alice's Tea Cup,102 W 73rd St,1282,4.0,10023,Other
DiHm4iIAQhqMKfjsrBPvZw,Socarrat Paella Bar - Chelsea,259 W 19th St,1295,4.0,10011,Spanish
abNHO9-xlCsv31gghCUuxw,Zutto Japanese American Pub,77 Hudson St,1027,4.0,10013,Other
McU7XI3HoWFELTDaGc1SEw,Ginger and Lemongrass,153 Rivington St,580,4.5,10002,Vietnamese
croh2zWlbPyCQTNS11klcg,China River 川聚院,258 W 44th St,281,4.0,10036,Other
7bD22UAtH56ikWYslOSIQg,Calexico - Upper East Side,1491 2nd Ave,860,4.0,10075,Other
xEF3Kvd0yw74pjnlFB2Sgg,Nobody Told Me,951 Amsterdam Ave,244,4.5,10025,Other
mXN9tmuDHZIfCeUBYqSRuQ,John Doe,253 5th Ave,206,4.0,10016,Other
nMWqlWid2YfDeutioit_0w,Bill's Bar & Burger,16 W 51st St,1510,3.5,10019,Other
jf3JRaxUYU93x8LFU-8gkA,GupShup,115 E18th St,690,4.0,10003,Indian
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,150 E 50th St,654,4.5,10022,Chinese
GKspSLe5U3qkUgQTXfngyQ,Handsome Rice,133 E 31st St,161,4.5,10016,Korean
JSexQM-wn8HvWmfxu_m5ZA,Gnocco,337 E 10th St,580,4.0,10009,Italian
ePqKbqXFBCbwBaWiN2Jo9w,Ampersand,294 3rd Ave,263,4.5,10010,Other
xiwnLiNhSlEN4CDcurqsLQ,2nd Ave Deli,162 E 33rd St,1390,4.0,10016,Other
OtsLOJ4LbAHQ5UzYZBv58Q,The Chick Inn Kips Bay,415 3rd Ave,79,4.0,10016,Other
SPyN19tjQyRTD-ltN0qNJw,Koku Ramen,2 W 32nd St,531,4.0,10001,Korean
bvc5P9vmRiNhyVWjd5bVcg,Eclair Bakery,305 E 53rd St,731,4.5,10022,Other
xrnk8mgoV7up6fauVmugpw,Jun-Men Ramen Bar,249 9th Ave,717,4.0,10001,Other
oyxtaqfFZkP_vC0M6GfkbA,Chez Napoleon,365 W 50th St,308,4.0,10019,French
a-Bq_yXFVk2PptoWpmry3w,Pye Boat Noodle,35-13 Broadway,1042,4.5,11106,Thai
gZz9A8k8ORC_xl0aHxtY4w,Monkey Bar,60 E 54th St,111,4.0,10022,Other
Bb0h5Rs8ugSM2CjulRhfBw,Spicy Moon East Village,328 E 6th St,672,4.5,10003,Other
vx2JV9juVzSBRGWHOZCTAQ,ABA Turkish Restaurant,325 W 57th St,607,4.0,10019,Turkish
YSflX6shqcP3zYno0Zz75Q,While We Were Young,183 W 10th St,459,4.0,10014,Other
32VbG_XgkZIuye0PV-BxaA,Zero Otto Nove,15 W 21st St,551,4.0,10010,Italian
ct58a_D8Z8DoJt7luB50wQ,Ramen Ishida,122 Ludlow St,312,4.5,10002,Other
Hp1ZDTeJOP1NrY2aFtROgQ,Woodbines,47-10 Vernon Blvd,373,4.0,11101,Irish
d79AROdlfw0Zzj5nRpUIxw,Joomak Banjum,312 5th Ave,114,4.0,10001,Korean
Q1_UvNyONsaVS_VC1mD9Dw,Osteria Cotta,513 Columbus Ave,1072,4.0,10024,Italian
8HkB3JfIj7_g-MN5ujoRig,Grand Central Terminal,89 E 42nd St,1529,4.5,10017,Other
LZg7F1_HSl3Nmwl54NQtqA,Taru,30 W 53rd St,51,4.5,10019,Japanese
hyBM_Xk9Hzp38acTHAHlBQ,dell'anima,600 11th Ave,692,4.0,10036,Italian
LjBKkUSpMwrpo99hXgtHYw,Franchia Vegan Cafe,12 Park Ave,1058,4.0,10016,Korean
dh5r9-SbN8xJ76XvnayWLQ,Giano Restaurant,126 E 7th St,703,4.5,10009,Italian
K9kL1ice5jlkPXcNyTus3Q,Pasta Lovers Trattoria,142 W 49th St,507,3.5,10019,Italian
XvcRtA3pD6gpICLsdsQVbA,David Burke Tavern,135 E 62nd St,268,4.0,10065,Other
M8xnlKQOh0tl58LJCnPUVA,Ravagh Persian Grill,1135 1st Ave,434,4.0,10065,Mediterranean
nF-EOBd_H1fX50iT1EIVZA,Pil Pil,265 E 78th St,824,4.0,10075,Other
J3NT61-AH5d5Gu5tFJhYSw,The Cabin NYC,205 E 4th St,607,4.0,10009,Other
CDywb3LHVYZlQL2-woTiJA,Hole In The Wall,37 W 24th St,310,4.0,10010,Other
eWMuXtaBzf0H5u0Vf_zpjw,Ciccio,190 6th Ave,313,4.5,10013,Italian
b2naaHiaR57Hm6JZG0njPg,Draught 55,245 E 55th St,412,4.0,10022,Other
TZto7AjdA337XIw66AOpUw,Scalinatella Restaurant,201 E 61st St,335,4.0,10065,Italian
MCnexHfsclcOpLHS4_2U0A,San Carlo Osteria Piemonte,90 Thompson St,292,4.5,10012,Italian
xTnivXEdEtXrnhp-z4JGvg,La Parisienne,9 Maiden Ln,868,4.5,10038,Other
IfIyjm4SfORGYPbaAWST3g,MEXiCUE,225 5th Ave,682,4.0,10010,Mexican
qhXIW0LDT4XsoN2IE6dZHg,Ahimsa,204 E 38th St,218,4.5,10016,Indian
NRcffNvufYo2Jul0h24_qw,Bryant Park Grill,25 W 40th St,1118,3.5,10018,Other
sfsjk1h50ooC2ioY7m48gw,Pig Heaven,1420 3rd Ave,501,4.0,10028,Other
cHvd_fnNqbcR4EdyodzGzw,Koloman,16 W 29th St,108,4.5,10001,French
dvkQIG20RjgNi-SwRr_1CQ,MAMO Restaurant,323 W Broadway,357,4.0,10013,Italian
C9BjYm4WyoQFPQUHmBErDg,Bird Dog,525 Hudson St,217,4.5,10014,Other
82wA_Vfg_eDckx23d3dA_g,Sel Rrose,1 Delancey St,625,4.0,10002,French
vlepW-Y_RDQaDMLtEwHWmg,Bubo,515 3rd Ave,252,4.5,10016,Other
wpT1QU7PSQgQQ1DkzI00JA,Izakaya Toribar,164 E 56th St,174,4.0,10022,Other
aSFBv64GBpMOFPqIleeQFQ,Lure Fishbar,142 Mercer St,1944,4.0,10012,Other
lwfCl81r5a0mjxDNxNGC9w,Il Buco,47 Bond St,799,4.0,10012,Italian
txSykTj5nbwmpiVNoK_Dyg,Blue Ribbon Brasserie - SoHo,97 Sullivan St,1012,4.5,10012,Other
RQojRzAYA9Cq87PqwQq5yg,Deux Amis,356 E 51st St,222,4.0,10022,French
qLYloGaI-4OmLbNnr_wrGA,Castell Rooftop Lounge,260 W 40th St,251,4.0,10018,Other
kn9rgR4KlvyTTi-s76OIaQ,Toloache 82nd,166 E 82nd St,509,4.0,10028,Mexican
BsDu_kup3lJ2QHb-Botpeg,Covacha,368 Columbus Ave,192,4.0,10023,Mexican
Bjv99EWQdyJUGzAZYQ_WOA,Bubba Gump Shrimp,1501 Broadway,1209,3.5,10036,Cajun/Creole
ub2VfE7SRLJABAClzGZp3A,Tacombi,30 W 24th St,795,4.0,10010,Mexican
0GftSP2dRwEzujkv2VKIgA,Wok Wok Southeast Asian Kitchen,11 Mott St,1196,4.0,10013,Chinese
zo4mcEfVKaktdj_gnSFhGQ,Cafe Katja,79 Orchard St,839,4.5,10002,Other
D2qV8sDdHEFlHbVz7VSHRQ,Black Tap Craft Burgers & Beer - SoHo,529 Broome St,1384,3.5,10013,Other
lxHKbp0hReRBPZcq4fUUow,NAYA Mezze & Grill,1057 2nd Ave,541,4.0,10022,Mediterranean
hKkPlYmHoS9Nb_UbGGqx8A,Street Taco,358 3rd Ave,522,4.0,10016,Other
IEb99GmOvg585gmwmm4iNA,Azalea Ristorante,224 W 51st St,335,4.0,10019,Italian
OUp31SPcjK8wkBK_E6h2Gg,Sweetbriar,127 E 27th St,80,4.0,10016,Other
t0Bel7xLMUt5g8qIpBylZg,&pizza - NoMad,15 W 28th St,527,4.5,10001,Other
_QYgfFhomwKBbKWfOKcatw,The Press Club Grill,1262 Broadway,32,4.5,10001,Other
